DATASET: ca4663.tsp
32166.7 53750
32100 53750
32066.7 53766.7
32350 53833.3
32500 54016.7
32466.7 54316.7
32500 54416.7
32266.7 54916.7
32233.3 54983.3
32166.7 55016.7
31800 55333.3
31533.3 55583.3
31550 55550
31583.3 55466.7
31716.7 55333.3
31783.3 55150
32150 54883.3
32366.7 54766.7
32383.3 54666.7
32050 54633.3
31916.7 54733.3
31900 54783.3
END
DATASET: zi929.tsp
19466.7 29766.7
19466.7 29750
19150 29800
18983.3 30100
18950 30283.3
19016.7 30900
19083.3 31166.7
19066.7 31750
19650 32466.7
19766.7 32416.7
19966.7 32333.3
20083.3 31616.7
19700 29666.7
19283.3 27666.7
19283.3 27650
19300 27633.3
19333.3 27633.3
19350 27633.3
19383.3 27633.3
19416.7 27633.3
19433.3 27633.3
19483.3 27616.7
19516.7 27533.3
19516.7 27483.3
19483.3 27450
19483.3 27433.3
19583.3 27466.7
19616.7 27516.7
19600 27566.7
19466.7 27666.7
19400 27666.7
19100 27966.7
18800 28466.7
17783.3 30900
17770 30981.4
17774.2 31006.4
17758.9 31010.6
17756.7 31041.9
17768.6 31043.6
17768.1 31047.5
17768.3 31053.6
17783.3 31066.7
17808.1 31081.7
17820.8 31078.1
17830 31075.6
17839.7 31070.8
17841.9 31060.6
17845.8 31054.7
17877.2 31002.2
17885.8 30991.9
18183.3 30700
18333.3 30600
18533.3 30533.3
19916.7 30050
20483.3 29916.7
20616.7 30050
21033.3 31450
21016.7 31533.3
21166.7 31550
20240 28641.9
20227.8 28638.1
20198.9 28620
20190 28620.6
20183.3 28633.3
20180.8 28649.2
20174.7 28662.8
20187.2 28667.8
20193.1 28636.1
20199.4 28631.9
20683.3 28416.7
20916.7 28466.7
21050 28450
20916.7 28950
20983.3 29033.3
20933.3 29000
20228.1 28659.4
20214.4 28652.5
20173.1 28630.3
20142.2 28622.8
20128.3 28631.1
20100 28638.3
20101.4 28645.3
20100.6 28652.8
20106.4 28652.8
20113.9 28685.6
20097.8 28680.8
19233.3 29250
18066.7 29850
16900 30150
17033.3 30433.3
16950 30500
16916.7 30700
16666.7 30700
16716.7 30900
17133.3 30900
17366.7 31033.3
17383.3 31033.3
17366.7 30950
17533.3 30450
17850 28900
18300 27983.3
18616.7 27166.7
18616.7 26866.7
18583.3 26316.7
17933.3 25833.3
18366.7 26483.3
18016.7 27133.3
18000 27566.7
18066.7 27833.3
19516.7 32550
19550 32666.7
19550 32783.3
19936.1 31636.1
20050 31266.7
20166.7 31083.3
20266.7 30916.7
20433.3 30733.3
20800 30800
20613.9 31113.9
20550 31316.7
20183.3 31333.3
18316.7 31200
18100 31166.7
17782.5 31041.7
17775 31031.1
17782.5 31024.2
19533.3 27100
19533.3 27083.3
19633.3 27100
19650 27083.3
19633.3 27066.7
19650 27050
19616.7 27033.3
19566.7 27033.3
19566.7 27066.7
19566.7 27133.3
19583.3 27133.3
19683.3 27383.3
19833.3 27633.3
20136.7 28456.9
20144.4 28473.3
20137.5 28485.8
20146.9 28492.2
20131.7 28494.7
20122.5 28495.6
20113.9 28527.8
20093.1 28553.9
18933.3 30050
18383.3 30683.3
17983.3 31066.7
17891.4 31116.7
17869.2 31112.5
17841.4 31115.6
17830.3 31122.8
17820.8 31130
17820 31145.3
17833.1 31133.3
17857.2 31095.3
17852.8 31084.7
17848.1 31015
17865.3 30941.7
17884.7 30920.8
18083.3 30450
18350 29916.7
18383.3 29866.7
18983.3 29300
19433.3 28950
19716.7 28800
19766.7 28766.7
19800 28750
20106.4 28605.8
20172.2 28578.6
20200.8 28567.5
20214.2 28558.3
20221.7 28573.9
20220 28578.6
21000 29216.7
21966.7 29583.3
22216.7 30000
22200 30350
22233.3 30933.3
22200 30783.3
22133.3 30666.7
22150 30633.3
22083.3 30650
20927.8 29441.7
20649.2 29151.4
20143.3 28616.1
19866.7 28266.7
19416.7 27716.7
19433.3 27700
19450 27700
19500 27716.7
19500 27733.3
20103.3 28475
20160.6 28508.1
20178.9 28534.2
20198.1 28558.6
20200 28550
20201.7 28534.4
20225.6 28278.9
20216.7 27766.7
20200 27766.7
20233.3 27300
20216.7 27283.3
20150 27300
20116.7 27900
20100 27950
19000 28900
18483.3 29416.7
18450 29450
18116.7 29850
18100 29900
18133.3 29916.7
18200 29916.7
18316.7 29983.3
19466.7 31216.7
20333.3 32500
20366.7 32600
20433.3 32483.3
20366.7 32400
20383.3 32250
20083.3 30833.3
20083.3 30816.7
19500 28750
19316.7 27683.3
19283.3 27633.3
19266.7 27550
19266.7 27516.7
19216.7 27483.3
19183.3 27466.7
18966.7 27416.7
18950 27516.7
19133.3 27650
19183.3 27683.3
19216.7 27700
19583.3 28033.3
20108.3 28498.9
20201.9 28577.2
20206.4 28581.9
20205 28595
20199.2 28600
20163.9 28652.5
20000 28933.3
19500 29750
18716.7 30816.7
18566.7 31050
18266.7 31100
17814.4 31024.7
17801.7 31030.8
17796.4 31030.6
17804.7 31044.2
17850.3 31070.6
17850 31066.7
17860 31060.8
17882.8 31042.2
17912.8 31011.1
17915.3 31005.6
17933.6 30974.4
19700 27650
19716.7 27583.3
19683.3 27433.3
19666.7 27416.7
19666.7 27333.3
19633.3 27183.3
19600 27166.7
19533.3 27216.7
19516.7 27233.3
19533.3 27283.3
19466.7 27316.7
19433.3 27400
17966.7 30433.3
17883.3 30700
17797.8 30965.6
17799.2 30987.5
17789.4 31009.2
17785 31001.9
17757.8 30982.8
17735.6 30955.3
17383.3 30400
17350 30233.3
17366.7 30200
17416.7 30166.7
18216.7 28933.3
19033.3 28600
19483.3 28566.7
20120.3 28511.1
20136.1 28517.2
20148.3 28521.1
20164.2 28525
20154.7 28525.3
20121.7 28528.6
19083.3 28716.7
18733.3 28816.7
18216.7 29800
18100 29933.3
18133.3 30133.3
18133.3 30150
18350 29883.3
20100 28550
20185.3 28495
20366.7 28333.3
21083.3 27716.7
21200 27850
21500 28083.3
20800 32233.3
20666.7 32266.7
20550 32400
20416.7 32100
20400 31450
20433.3 29683.3
20300 28933.3
20215.8 28664.7
20172.8 28542.8
19916.7 27783.3
19766.7 27400
19766.7 27316.7
19683.3 27016.7
19666.7 26966.7
19533.3 26916.7
19483.3 27050
19466.7 27066.7
19433.3 27133.3
19266.7 27600
19250 27633.3
19383.3 29600
19450 29816.7
19583.3 30750
19633.3 30833.3
20050 30800
20177.8 30836.1
20966.7 31733.3
21433.3 32033.3
21633.3 32100
21533.3 31483.3
21683.3 31316.7
21583.3 31250
21383.3 31016.7
21423.9 30728.9
21416.7 30733.3
21250 30733.3
19650 31166.7
18033.3 31316.7
17900 31250
17756.9 31102.5
17749.2 31091.7
17745 31093.3
17750.3 31096.7
17750.6 31100
19966.7 31433.3
20216.7 31416.7
20602.8 31397.2
20950 31366.7
21150 31283.3
20899.4 30786.1
20550 30533.3
20566.7 30400
19533.3 29933.3
19016.7 29733.3
17683.3 29016.7
17133.3 29200
16900 29416.7
16850 29416.7
16950 29300
17333.3 28933.3
18150 28383.3
19416.7 27333.3
19450 27283.3
19483.3 27233.3
19550 27166.7
19533.3 27133.3
19466.7 27033.3
19450 27016.7
19400 26966.7
19383.3 26916.7
19366.7 26983.3
19383.3 27016.7
19766.7 27616.7
20136.9 28505.8
20167.5 28556.4
20171.7 28571.4
20152.5 28584.7
20149.4 28595.3
20158.3 28601.1
20161.4 28610
20185 28601.1
20187.8 28593.9
20184.4 28586.1
20185.6 28559.2
20033.3 27766.7
20050 27766.7
20150 27700
20100 27666.7
20116.7 27650
19966.7 27400
19916.7 27366.7
18216.7 27400
18116.7 27450
17966.7 27500
17616.7 27716.7
17533.3 27900
17483.3 27950
17483.3 27983.3
17550 28600
17600 31133.3
17650 31783.3
17616.7 32016.7
17150 32383.3
17100 32350
16933.3 32066.7
16933.3 31716.7
17016.7 31450
18416.7 28016.7
18716.7 27550
18866.7 27433.3
18883.3 27416.7
18900 27466.7
18033.3 30150
17802.2 31003.3
17806.7 31014.2
17816.7 31016.7
17878.3 31090.8
18083.3 31333.3
18183.3 31400
19600 32800
19800 32866.7
20200 32616.7
20316.7 30516.7
20333.3 30033.3
20280.6 29884.7
19911.1 29691.7
20032.8 29884.7
20050 30483.3
20083.3 30533.3
20116.7 30366.7
20150 29533.3
20216.7 29300
20233.3 28916.7
20233.6 28746.7
20237.2 28746.1
20233.6 28719.7
20228.1 28629.4
20228.6 28618.3
20194.4 28581.7
20191.7 28568.3
20162.5 28538.9
20149.2 28529.4
19400 28450
19350 28466.7
17932.5 30929.7
17938.9 30958.3
17916.7 30983.3
17910.6 30992.2
17850 31183.3
17550 31816.7
17400 32216.7
17283.3 32466.7
17283.3 32616.7
17216.7 32716.7
17333.3 32983.3
17366.7 32983.3
17400 32933.3
17433.3 32983.3
17816.7 32766.7
18150 31850
18166.7 31683.3
18183.3 31550
19250 27716.7
19350 27400
19350 27383.3
19316.7 27366.7
19300 27416.7
19283.3 27450
19300 27516.7
19300 27533.3
19333.3 27533.3
19433.3 27500
19450 27516.7
19433.3 27516.7
19350 27650
17893.6 31019.7
17866.7 31066.7
17850.3 31083.9
17787.8 31092.5
17756.4 31093.1
17757.2 31082.2
17756.9 31074.2
17752.5 31051.7
17748.6 31046.1
17733.1 31048.1
17683.3 31083.3
17516.7 30966.7
17383.3 30950
17466.7 30916.7
17716.7 30550
17766.7 30400
20096.1 28622.8
20100.8 28610.3
20103.3 28606.7
19783.3 27783.3
19666.7 27616.7
19550 27416.7
19500 27400
19483.3 27366.7
19466.7 27366.7
19466.7 27466.7
19516.7 27650
19583.3 27733.3
20075.8 28406.7
20185 28516.9
20197.5 28531.9
20416.7 28483.3
20600 28383.3
20616.7 28400
20466.7 31866.7
20419.4 31963.9
19716.7 31833.3
18400 31766.7
17683.3 31566.7
17316.7 31566.7
16733.3 31783.3
16700 31966.7
16716.7 32766.7
16966.7 32866.7
18216.7 32750
18366.7 32666.7
18366.7 32600
18733.3 32800
18883.3 32683.3
18966.7 32383.3
18716.7 31983.3
18900 31283.3
20133.9 28650.6
20150 28616.7
20170.8 28618.1
20214.7 28595.3
20218.6 28589.2
20222.2 28583.6
21433.3 28855.6
21650 28933.3
21916.7 29200
22016.7 29366.7
21966.7 29366.7
21916.7 29366.7
20416.7 28600
20229.4 28611.1
20217.5 28615.6
20206.9 28609.7
20179.4 28609.7
20131.7 28591.1
20119.4 28589.4
20119.4 28583.9
19933.3 27266.7
19933.3 27233.3
19700 27033.3
19700 27066.7
19700 27083.3
19666.7 27133.3
19666.7 27250
20033.3 27933.3
20400 28900
20450 29050
20749.2 29701.4
22066.7 31416.7
21944.7 31627.8
21815.3 31570.8
21466.7 31583.3
21050 31666.7
20698.6 31625
20350 31450
20016.7 31466.7
19333.3 31433.3
18516.7 31400
18300 31366.7
16916.7 31533.3
16250 31516.7
16233.3 31533.3
16200 31583.3
16566.7 31583.3
16783.3 31583.3
16950 31333.3
17033.3 30866.7
17033.3 30850
19133.3 27533.3
19266.7 27366.7
19350 27016.7
19366.7 27050
19466.7 27150
19483.3 27183.3
19466.7 27200
19433.3 27233.3
19400 27283.3
19316.7 27333.3
19283.3 27333.3
18816.7 27166.7
18316.7 27066.7
17900 27300
17616.7 27333.3
17483.3 27883.3
16816.7 29683.3
16666.7 29766.7
16500 29933.3
16516.7 29983.3
16750 30233.3
16733.3 29883.3
16900 29750
19200 27666.7
19350 27600
19433.3 27550
19483.3 27550
19650 27650
19700 27683.3
19733.3 27716.7
20016.7 29266.7
20016.7 30516.7
19894.4 30758.3
19733.3 30666.7
19666.7 30000
19683.3 28850
19750 27783.3
19716.7 27766.7
19016.7 28533.3
18133.3 29600
17316.7 30516.7
17150 30666.7
17233.3 31000
17266.7 31050
17266.7 31066.7
17283.3 31050
18800 28333.3
19216.7 27566.7
19216.7 27533.3
19216.7 27516.7
19183.3 27516.7
19166.7 27516.7
19166.7 27583.3
19183.3 27600
20093.6 28597.8
20095 28612.8
20098.6 28611.7
20123.1 28609.7
20131.1 28603.1
20141.9 28575.3
20159.2 28560
20162.8 28568.6
20150 28583.3
20145.8 28594.7
20141.1 28600
20123.1 28602.8
20111.1 28596.9
20100.3 28596.4
20093.3 28586.1
20092.8 28574.4
20090.6 28582.2
20083.3 28590.6
19033.3 29783.3
18266.7 30566.7
17859.2 31023.1
17850 31033.3
17833.3 31050
17818.3 31093.3
17815.3 31100.3
17808.6 31099.4
17791.4 31118.1
17783.9 31121.7
17812.5 31123.1
17848.9 31128.9
17859.7 31122.8
17879.4 31124.4
18016.7 31100
18033.3 31100
18216.7 30933.3
18266.7 30866.7
20966.7 30266.7
21917.2 30027.2
22116.7 30066.7
22083.3 30150
22016.7 30166.7
17892.8 31071.4
17864.4 31056.7
17850.6 31051.4
17863.9 31029.7
17879.4 31016.7
17884.4 31009.2
20080 28658.3
20103.3 28621.9
20140.3 28564.4
20138.1 28552.5
20142.5 28531.7
20136.1 28532.5
20125.3 28543.9
20135.6 28568.9
20128.9 28570
20127.8 28578.6
20101.9 28578.1
20098.9 28558.9
20077.8 28429.4
19850 27866.7
19833.3 27783.3
19850 27650
19883.3 27616.7
19966.7 27416.7
20100 27483.3
20166.7 27600
20483.3 27816.7
20383.3 28216.7
20516.4 29055.6
20533.3 29283.3
20566.7 29333.3
20516.7 29316.7
20366.7 28983.3
20116.4 28615.3
20113.6 28604.7
20107.5 28591.9
19800 27833.3
19766.7 27800
19666.7 27700
19633.3 27716.7
19600 27766.7
17783.3 31016.7
17780 31018.6
17769.2 31030.6
17771.7 31036.9
17830.8 31098.9
17835.6 31110.3
18083.3 31216.7
18166.7 31233.3
18466.7 31516.7
19000 32583.3
18983.3 32616.7
18966.7 32666.7
18933.3 32583.3
18283.3 32050
17850 31383.3
17783.3 31316.7
17753.1 31121.4
17756.7 31111.9
17776.7 31048.6
17794.2 31009.2
19266.7 27433.3
19266.7 27400
19400 27200
19500 27100
19500 27066.7
19550 27050
19616.7 27116.7
19650 27150
19833.3 27216.7
19950 27333.3
20700 28066.7
21516.7 29533.3
21733.3 29866.7
21433.3 29900
20850 30200
19483.3 30783.3
19433.3 30833.3
19200 29816.7
19283.3 29616.7
19400 28400
19550 27750
19583.3 27666.7
19666.7 27566.7
19700 27500
19700 27466.7
19650 27550
19116.7 27683.3
18933.3 27766.7
18216.7 27950
17466.7 28050
17450 28266.7
17416.7 28433.3
17750 30992.2
17748.3 31026.9
17733.3 31116.7
17735.6 31129.2
17733.3 31133.3
17741.1 31136.1
17789.7 31048.3
17793.6 31022.5
17825.3 30983.1
18916.7 29816.7
20085 28551.9
20104.2 28517.5
20100 28500
19850 27783.3
19850 27716.7
19816.7 27683.3
19800 27650
19800 27616.7
19783.3 27683.3
19766.7 27750
19750 27766.7
19150 28666.7
17869.4 30987.8
17856.7 30993.9
17855.3 30967.2
17858.6 30950
17866.4 30927.2
19200 27616.7
19233.3 27600
19333.3 27500
19366.7 27433.3
19383.3 27466.7
19333.3 27650
18716.7 32166.7
18683.3 32633.3
18650 32616.7
18383.3 31350
18316.7 31133.3
18450 29816.7
18783.3 28666.7
18816.7 28650
18766.7 28500
18666.7 28683.3
17766.7 30166.7
17650 30483.3
17333.3 31033.3
17316.7 31033.3
17283.3 31066.7
17350 31066.7
19366.7 29566.7
19783.3 29200
20016.7 28850
20083.3 28783.3
20149.2 28737.2
20165.3 28679.4
20168.3 28671.4
20212.2 28681.7
20224.4 28702.5
20222.2 28711.1
20204.2 28714.7
20208.6 28721.4
20185.8 28735.6
19783.3 29366.7
19716.7 29500
17865.8 30905.3
17838.3 30915.8
17806.1 30925.3
17753.6 30936.7
17745.6 30931.4
17746.1 30921.9
17735.3 30915.3
17666.7 30800
17266.7 30033.3
17066.7 28800
17083.3 28400
17100 28400
17183.3 28066.7
17150 28116.7
16816.7 28350
16516.7 28800
16033.3 28850
16300 29250
15700 30316.7
16516.7 31183.3
16800 31116.7
17300 31333.3
17366.7 31100
17633.3 30950
20147.2 28564.4
20155.6 28553.9
20152.5 28536.7
20145 28540.8
18916.7 29833.3
17833.3 31016.7
17780.6 31101.9
17781.4 31113.6
17766.9 31113.3
17760.3 31136.7
17776.7 31142.8
17781.9 31152.2
17793.6 31140.3
17798.1 31141.1
17843.9 30979.2
17846.4 30945.6
19016.7 28550
19516.7 27750
19633.3 27683.3
19733.3 27600
19833.3 27400
19850 27383.3
19850 27416.7
19833.3 27466.7
19933.3 27650
19933.3 27700
20081.1 28568.9
20075 28585.3
18650 29783.3
18600 29833.3
18366.7 30083.3
18300 30216.7
18316.7 30583.3
18316.7 30600
18300 30683.3
18100 30900
17944.2 30977.5
17936.1 31002.5
17927.5 31008.6
17934.4 31010.6
18466.7 30700
20800 29533.3
21066.7 29366.7
21850 29400
21850 29350
21700 29200
21666.9 29124.7
21516.7 28866.7
21416.7 28533.3
20600 27850
19766.7 27216.7
19450 27066.7
19416.7 27033.3
19400 27066.7
19400 27083.3
19416.7 27166.7
19450 27250
19483.3 27283.3
20300 32616.7
20316.7 32650
20316.7 32733.3
20166.7 32783.3
19166.7 32616.7
18550 32116.7
18533.3 32116.7
18616.7 31566.7
19000 31033.3
19283.3 30533.3
19333.3 30183.3
19366.7 30016.7
19466.7 29766.7
END
