DATASET: mu1979.tsp
1650 33716.7
1683.33 33733.3
1683.33 33700
1733.33 33700
1750 33716.7
1766.67 33666.7
1883.33 33700
1783.33 33616.7
1733.33 33650
1733.33 33666.7
1716.67 33683.3
1700 33666.7
1683.33 33633.3
1700 33583.3
1666.67 33566.7
1683.33 33550
1700 33566.7
1783.33 33566.7
1800 33566.7
1800 33550
1833.33 33516.7
1883.33 33466.7
1900 33466.7
1850 33416.7
1800 33416.7
1833.33 33333.3
1883.33 33383.3
1900 33350
1916.67 33350
1983.33 33383.3
2033.33 33433.3
2033.33 33400
2050 33400
2066.67 33333.3
2033.33 33316.7
2050 33300
2100 33233.3
2100 33200
2066.67 33116.7
2066.67 33050
2016.67 33050
2033.33 33083.3
2033.33 33100
2000 33083.3
1983.33 33100
1966.67 33100
1866.67 33066.7
1850 33066.7
1833.33 33083.3
1800 33050
1816.67 33033.3
1816.67 33016.7
1850 33016.7
1866.67 33016.7
1883.33 33033.3
1883.33 32933.3
1933.33 32933.3
1950 32933.3
1933.33 32916.7
1950 32916.7
1966.67 32900
1983.33 32916.7
1966.67 32950
1983.33 33000
1966.67 33033.3
1983.33 33016.7
2000 32983.3
2033.33 32950
2050 32950
2050 32916.7
2000 32883.3
1950 32850
2033.33 32850
2050 32883.3
2083.33 32916.7
2083.33 33000
2066.67 33016.7
2083.33 33050
2100 33033.3
2116.67 33033.3
2133.33 33050
2116.67 33066.7
2100 33066.7
2116.67 33133.3
2133.33 33133.3
2150 33216.7
2166.67 33350
2100 33416.7
2150 33450
2150 33483.3
2116.67 33500
2150 33516.7
2133.33 33583.3
2166.67 33616.7
2133.33 33650
2116.67 33666.7
2083.33 33716.7
2300 33750
2300 33700
2333.33 33683.3
2383.33 33683.3
2400 33633.3
2366.67 33616.7
2383.33 33550
2400 33550
2400 33600
2466.67 33650
2533.33 33650
2500 33600
2466.67 33550
2450 33533.3
2466.67 33516.7
2500 33566.7
2533.33 33566.7
2533.33 33533.3
2516.67 33500
2483.33 33483.3
2500 33466.7
2533.33 33483.3
2550 33483.3
2600 33516.7
2633.33 33516.7
2650 33550
2583.33 33616.7
2633.33 33666.7
2683.33 33650
2816.67 33583.3
2850 33600
2866.67 33700
2950 33750
2900 33800
2966.67 33833.3
2966.67 33866.7
2916.67 33850
2883.33 33866.7
2866.67 33883.3
2833.33 33933.3
2800 33933.3
2783.33 33900
2750 33916.7
2733.33 33950
2766.67 34000
2700 34083.3
2583.33 34183.3
2600 34250
2750 34233.3
2783.33 34166.7
2783.33 34033.3
2800 33983.3
2833.33 34000
2883.33 34016.7
2883.33 33966.7
2900 33933.3
2916.67 33966.7
3000 34083.3
2966.67 34183.3
2950 34216.7
3016.67 34150
3083.33 34150
3100 34100
3200 34100
3050 33950
3000 33933.3
3100 33883.3
3150 33950
3216.67 33900
3266.67 33850
3183.33 33783.3
3266.67 33750
3266.67 33766.7
3333.33 33783.3
3450 33666.7
3383.33 33616.7
3350 33583.3
3350 33633.3
3366.67 33650
3283.33 33666.7
3250 33616.7
3233.33 33600
3216.67 33583.3
3200 33700
3166.67 33766.7
3166.67 33733.3
3133.33 33650
3033.33 33716.7
2950 33650
2950 33600
2950 33566.7
2983.33 33516.7
2900 33500
2883.33 33516.7
2833.33 33416.7
2816.67 33400
2800 33416.7
2800 33450
2816.67 33500
2800 33516.7
2766.67 33533.3
2600 33450
2583.33 33350
2533.33 33333.3
2516.67 33283.3
2583.33 33200
2550 33200
2450 33116.7
2383.33 33083.3
2400 33033.3
2383.33 33000
2400 32950
2433.33 32933.3
2450 32900
2466.67 32883.3
2500 32816.7
2500 32900
2516.67 32900
2550 32950
2600 32933.3
2616.67 32933.3
2633.33 32933.3
2583.33 32916.7
2566.67 32883.3
2600 32883.3
2650 32833.3
2733.33 32866.7
2716.67 32900
2716.67 32916.7
2700 32983.3
2716.67 33016.7
2683.33 33000
2666.67 33016.7
2650 33033.3
2633.33 33033.3
2616.67 33033.3
2600 33000
2550 33033.3
2550 33050
2483.33 33050
2550 33116.7
2666.67 33116.7
2700 33166.7
2716.67 33216.7
2733.33 33233.3
2750 33300
2833.33 33233.3
2966.67 33333.3
2966.67 33316.7
2983.33 33183.3
2950 33150
2833.33 33133.3
2850 33083.3
2833.33 33083.3
2800 33050
2916.67 33033.3
2983.33 33100
3000 33083.3
3000 33000
3033.33 32983.3
3033.33 33050
3066.67 33116.7
3183.33 33166.7
3233.33 33150
3233.33 33016.7
3166.67 33000
3100 32950
3066.67 32950
3083.33 32933.3
3066.67 32916.7
3033.33 32883.3
3000 32866.7
3000 32883.3
2950 32950
2850 32983.3
2833.33 32933.3
2833.33 32816.7
2900 32783.3
2916.67 32850
3000 32816.7
3000 32800
3016.67 32766.7
3016.67 32750
3066.67 32766.7
3100 32800
3050 32783.3
3050 32800
3033.33 32816.7
3050 32866.7
3050 32883.3
3083.33 32883.3
3133.33 32850
3183.33 32850
3200 32850
3233.33 32833.3
3200 32816.7
3183.33 32783.3
3200 32733.3
3100 32750
3116.67 32683.3
3100 32683.3
3050 32600
3066.67 32583.3
3016.67 32566.7
3000 32650
2900 32600
2900 32500
2900 32350
2983.33 32383.3
3066.67 32316.7
2966.67 32300
2966.67 32283.3
2916.67 32250
2916.67 32200
2883.33 32200
2866.67 32166.7
2850 32133.3
2783.33 32150
2766.67 32016.7
2750 31966.7
2733.33 32000
2650 32133.3
2650 32150
2733.33 32266.7
2733.33 32300
2816.67 32366.7
2850 32433.3
2800 32483.3
2716.67 32566.7
2666.67 32650
2633.33 32666.7
2716.67 32733.3
2583.33 32733.3
2550 32733.3
2516.67 32766.7
2516.67 32716.7
2516.67 32666.7
2533.33 32616.7
2466.67 32633.3
2466.67 32516.7
2550 32550
2683.33 32483.3
2516.67 32450
2500 32433.3
2516.67 32333.3
2550 32266.7
2450 32383.3
2450 32433.3
2366.67 32483.3
2333.33 32333.3
2300 32266.7
2266.67 32233.3
2366.67 32166.7
2400 32066.7
2450 32116.7
2516.67 32150
2550 32066.7
2500 32000
2650 31916.7
2616.67 31850
2616.67 31833.3
2600 31816.7
2633.33 31833.3
2633.33 31816.7
2650 31800
2650 31783.3
2616.67 31800
2616.67 31783.3
2566.67 31716.7
2500 31733.3
2500 31750
2483.33 31750
2466.67 31750
2433.33 31750
2333.33 31733.3
2166.67 31666.7
2050 31683.3
2100 31600
2083.33 31516.7
2120.83 31484.7
2133.33 31500
2186.11 31481.1
2233.33 31466.7
2259.72 31467.8
2283.33 31633.3
2333.33 31700
2533.33 31700
2550 31700
2616.67 31716.7
2633.33 31733.3
2683.33 31750
2733.33 31766.7
2750 31766.7
2783.33 31683.3
2800 31750
2783.33 31766.7
2833.33 31950
2866.67 31933.3
2833.33 31766.7
2900 31716.7
3033.33 31700
3083.33 31683.3
3033.33 31766.7
3050 31883.3
3050 31950
3100 32066.7
3016.67 32100
3016.67 32116.7
3033.33 32166.7
3100 32233.3
3166.67 32266.7
3183.33 32316.7
3266.67 32366.7
3133.33 32500
3116.67 32516.7
3133.33 32550
3166.67 32583.3
3200 32650
3266.67 32600
3333.33 32600
3350 32600
3383.33 32750
3333.33 32866.7
3316.67 32866.7
3283.33 32833.3
3283.33 32850
3250 32866.7
3300 32883.3
3350 33000
3316.67 33100
3466.67 33133.3
3483.33 33200
3533.33 33133.3
3500 33066.7
3566.67 32933.3
3400 32900
3433.33 32883.3
3483.33 32850
3500 32850
3516.67 32850
3550 32816.7
3616.67 32850
3633.33 32616.7
3650 32550
3666.67 32566.7
3833.33 32600
3883.33 32700
3900 32750
3916.67 32766.7
3916.67 32750
3950 32616.7
3916.67 32583.3
3933.33 32583.3
4033.33 32583.3
4033.33 32516.7
3916.67 32383.3
3900 32450
3916.67 32500
3866.67 32550
3783.33 32483.3
3650 32450
3383.33 32600
3333.33 32583.3
3416.67 32416.7
3383.33 32400
3383.33 32366.7
3366.67 32266.7
3366.67 32166.7
3433.33 31833.3
3483.33 31966.7
3516.67 32050
3633.33 32133.3
3633.33 32183.3
3883.33 32266.7
3866.67 32116.7
4016.67 31983.3
4033.33 32100
4066.67 32200
4166.67 32266.7
4233.33 32333.3
4383.33 32566.7
4666.67 32150
4566.67 32000
4516.67 31950
4700 31816.7
4666.67 31616.7
4700 31583.3
4683.33 31550
4733.33 31566.7
4833.33 31566.7
4800 31500
4900 31366.7
4950 31450
4961.11 31442.8
5066.67 31516.7
5066.67 31816.7
5100 31900
5066.67 32050
4916.67 32016.7
4733.33 31916.7
4750 32316.7
4883.33 32483.3
4916.67 32450
4933.33 32450
4916.67 32400
5016.67 32366.7
5100 32333.3
5166.67 32350
5116.67 32433.3
4966.67 32450
4916.67 32516.7
4933.33 32550
4983.33 32650
5100 32650
5116.67 32533.3
5116.67 32516.7
5133.33 32533.3
5233.33 32533.3
5283.33 32516.7
5233.33 32483.3
5166.67 32450
5216.67 32416.7
5250 32333.3
5216.67 32300
5250 32233.3
5400 32200
5383.33 31950
5400 31666.7
5300 31650
5350 31600
5366.67 31550
5450 31550
5500 31483.3
5333.33 31316.7
5216.67 31216.7
5200 31366.7
5083.33 31300
4966.67 31283.3
4983.33 31250
4983.33 31200
5083.33 31200
5033.33 31150
4966.67 31083.3
4832.5 30955
4795.28 30936.4
4666.39 30965.8
4729.44 31029.4
4750 31066.7
4767.22 31138.3
4654.17 31186.9
4443.61 31179.2
4433.33 31166.7
4271.94 31190.3
4266.67 31200
4234.17 31179.7
4172.5 31173.1
4083.33 31166.7
4073.89 31171.7
3944.72 31171.7
3983.33 31133.3
4147.78 30799.4
3994.72 30806.1
3807.5 30700.8
3787.5 30660.6
3733.33 30800
3799.17 30856.4
3783.33 30983.3
3733.33 31033.3
3833.33 31133.3
3800 31183.3
3776.67 31215.6
3509.17 31197.5
3350 31550
3266.67 31533.3
3200 31616.7
3200 31450
3150 31400
3117.22 31385.3
3133.33 31366.7
3163.06 31396.4
3200 31350
3295.83 31299.7
3350 31133.3
3283.33 31000
3297.78 30955.3
3121.39 31076.9
3133.33 31100
3133.33 31116.7
3100 31100
3066.67 31100
3033.33 31133.3
3066.67 31150
3066.67 31166.7
3041.39 31166.1
3050 31200
3057.5 31221.7
3033.33 31300
3050 31316.7
3033.33 31333.3
3000 31250
2983.33 31183.3
2983.33 31166.7
2830.56 31052.2
2800 31050
2750 31033.3
2745.83 31010.3
2705 31008.1
2685 31020.6
2700 31050
2661.11 31037.2
2635 31041.4
2600 31233.3
2683.33 31200
2783.33 31250
2825.28 31254.7
2903.89 31200.3
2914.72 31205
2883.33 31250
2883.33 31283.3
2850 31283.3
2783.06 31316.7
2716.67 31300
2696.94 31296.4
2726.94 31328.1
2716.67 31333.3
2700 31333.3
2663.89 31324.4
2631.94 31308.9
2645.83 31321.4
2658.89 31343.1
2667.22 31356.4
2666.67 31364.7
2700.56 31364.7
2825.83 31423.3
2791.94 31467.5
2766.67 31483.3
2766.67 31500
2766.67 31516.7
2750 31516.7
2750 31500
2750 31466.7
2733.33 31483.3
2600 31566.7
2616.94 31369.7
2583.33 31350
2618.33 31327.8
2533.33 31233.3
2201.67 31278.1
2200 31266.7
2021.94 31260
2016.67 31366.7
1900 31433.3
1950 31533.3
1833.33 31550
1916.67 31633.3
1883.33 31650
1883.33 31683.3
1833.33 31666.7
1816.67 31666.7
1750 31716.7
1733.33 31716.7
1716.67 31850
1616.67 31716.7
1650 31716.7
1733.33 31616.7
1783.33 31550
1766.67 31550
1700 31566.7
1650 31583.3
1600 31600
1583.33 31616.7
1550 31700
1533.33 31583.3
1566.67 31483.3
1583.33 31516.7
1600 31533.3
1650 31500
1716.67 31466.7
1750 31450
1900 31116.7
1866.67 31133.3
1822.5 31132.2
1800 31083.3
1738.89 31133.9
1718.61 31161.4
1707.22 31180.3
1706.39 31155.8
1723.61 31142.8
1712.78 31122.2
1733.06 31113.9
1725 31111.7
1711.67 31106.9
1691.39 31103.9
1679.72 31116.1
1677.5 31158.1
1635.28 31158.9
1603.33 31141.4
1588.33 31143.1
1581.94 31147.8
1578.89 31148.3
1580.83 31132.2
1563.33 31121.1
1570.28 31065.3
1550.28 31073.3
1523.06 31107.8
1529.72 31130.6
1515.56 31127.5
1503.33 31109.2
1416.67 31150
1466.67 31183.3
1507.5 31148.9
1520 31156.7
1533.06 31155
1550 31150
1565 31145.8
1586.67 31174.2
1570.56 31175.3
1550 31250
1466.67 31416.7
1400 31400
1350 31483.3
1350 31500
1366.67 31550
1366.67 31600
1450 31616.7
1466.67 31716.7
1450 31733.3
1433.33 31766.7
1416.67 31783.3
1400 31783.3
1416.67 31766.7
1400 31733.3
1383.33 31700
1333.33 31750
1333.33 31800
1333.33 31816.7
1316.67 31750
1300 31750
1300 31733.3
1233.33 31750
1233.33 31800
1266.67 31800
1250 31833.3
1200 31833.3
1166.67 31833.3
1150 31850
1150 31766.7
1083.33 31800
1033.33 31833.3
1016.67 31833.3
1066.67 31750
1083.33 31733.3
1016.67 31633.3
1050 31533.3
1016.67 31416.7
1066.67 31400
1150 31400
1166.67 31433.3
1166.67 31483.3
1100 31650
1150 31633.3
1216.67 31700
1250 31650
1216.67 31650
1216.67 31633.3
1233.33 31550
1200 31450
1216.67 31400
1266.67 31416.7
1283.33 31283.3
1183.33 31216.7
1266.67 31100
1283.33 31083.3
1259.44 30950.6
1242.5 30950.3
1193.89 30997.8
1188.06 30996.1
1183.33 31000
1140.83 30946.7
1126.11 30948.3
1033.33 30933.3
1006.11 30941.4
1083.33 30850
1118.61 30831.1
1083.33 30833.3
1075 30821.7
1050 30783.3
1075.83 30771.7
1056.67 30728.9
1049.17 30701.1
1023.89 30700
1036.11 30691.7
1063.06 30670.3
1100 30500
1083.33 30450
1150 30516.7
1116.67 30566.7
1108.61 30673.6
1143.33 30663.3
1200 30650
1198.89 30643.3
1205 30609.2
1233.33 30550
1300 30550
1271.94 30610.6
1250.28 30640
1225.56 30671.7
1225.28 30711.7
1249.44 30679.4
1250 30683.3
1260.28 30689.4
1273.89 30690.6
1282.22 30688.9
1275.28 30645.6
1316.67 30650
1300 30700
1280.28 30708.9
1316.67 30716.7
1333.33 30716.7
1368.89 30771.7
1410.28 30761.9
1458.61 30782.2
1412.78 30799.4
1389.17 30804.4
1383.33 30800
1371.94 30793.6
1350 30800
1300 30816.7
1307.22 30829.2
1290.56 30858.6
1233.33 30850
1250 30883.3
1232.78 30940
1261.94 30923.1
1300 30933.3
1301.39 30955.6
1333.89 30926.9
1343.61 30929.2
1350 30933.3
1360.83 30949.4
1413.33 30935.6
1434.72 30910
1418.06 30911.1
1389.17 30910.3
1400.83 30878.9
1420.28 30845
1431.39 30843.6
1450 30833.3
1463.89 30837.5
1455.28 30859.7
1477.22 30858.6
1480 30854.7
1500 30816.7
1550 30783.3
1600 30883.3
1542.78 30851.9
1536.11 30841.9
1505.28 30851.4
1500 30883.3
1498.89 30886.7
1486.39 30888.9
1478.89 30890
1476.39 30913.1
1476.94 30928.1
1500 30916.7
1511.94 30941.9
1583.33 30950
1606.39 30936.1
1600 30916.7
1633.33 30933.3
1631.11 30949.2
1652.22 30973.3
1728.33 31041.7
1793.61 30978.3
1810.56 30956.1
1816.39 30951.9
1783.33 30966.7
1773.61 30981.4
1742.78 30972.8
1730.28 30965.3
1749.72 30983.9
1749.17 30994.2
1735.28 31000.8
1700 30983.3
1699.44 30982.2
1700 30950
1716.67 30916.7
1722.5 30911.9
1738.06 30893.9
1683.33 30850
1733.33 30833.3
1833.89 30870
1900 30883.3
2050 30900
2133.33 31000
2116.67 31050
2116.67 31133.3
2150.83 31045
2200 31050
2266.67 31016.7
2185.28 30976.4
2200 30950
2150 30483.3
2183.33 30483.3
2200 30466.7
2216.67 30466.7
2477.5 30515
2509.72 30500.8
2516.67 30533.3
2523.33 30536.7
2538.33 30542.5
2547.22 30527.8
2553.33 30517.2
2583.33 30500
2585.28 30500.8
2600 30500
2625 30481.9
2638.61 30467.8
2666.11 30469.4
2575.56 30544.2
2553.33 30588.9
2538.06 30616.7
2639.44 30649.7
2654.44 30624.4
2661.11 30594.4
2726.94 30565.3
2733.33 30483.3
2824.17 30450
2866.67 30466.7
2894.72 30453.6
2874.17 30525.3
2880.56 30548.3
2835 30531.1
2801.94 30493.3
2808.61 30531.7
2783.33 30550
2933.33 30666.7
2898.61 30666.9
2750 30683.3
2717.5 30632.5
2702.5 30692.5
2675.83 30700.6
2560.56 30739.2
2546.67 30685.6
2478.89 30663.6
2481.94 30675.6
2483.33 30700
2469.44 30688.9
2466.67 30700
2451.67 30713.1
2432.78 30717.5
2400.28 30752.8
2378.61 30785.8
2416.67 30800
2433.33 30783.3
2566.67 30850
2577.5 30897.5
2566.67 30916.7
2433.33 30916.7
2509.44 31019.2
2583.33 31000
2583.33 30983.3
2600 30983.3
2616.67 30983.3
2600 30966.7
2632.22 30933.9
2696.94 30888.9
2700 30983.3
2733.61 31003.1
2783.33 31000
2827.5 30982.8
2948.89 30917.5
3011.94 30894.7
2990 30861.9
2961.39 30805.3
2933.33 30716.7
3133.33 30850
3326.39 30764.2
3383.33 30866.7
3462.22 30826.7
3683.06 30819.7
3633.33 30783.3
3588.61 30709.4
3633.33 30666.7
3633.33 30633.3
3683.33 30600
3616.67 30583.3
3483.33 30600
3506.94 30554.7
3600 30483.3
3640.28 30490.6
3783.33 30416.7
3885.83 30620.3
4155.83 30489.4
4108.06 30466.7
4097.22 30347.5
4050.56 30345.3
4024.17 30290
4041.94 30278.6
4038.61 30267.2
4114.72 30276.7
4182.22 30266.4
4208.89 30396.1
4253.33 30385.3
4284.17 30420
4350 30366.7
4358.89 30374.2
4450 30297.2
4515.28 30380.6
4353.06 30495.6
4339.72 30565.3
4170.83 30774.7
4282.78 30745.6
4446.11 30638.6
4518.89 30795.8
4533.06 30733.3
4538.06 30699.2
4600 30666.7
4640.83 30568.6
4650 30566.7
4660 30668.9
4650 30683.3
4658.06 30800
4666.67 30800
4873.06 30771.1
5050 30816.7
5100 30833.3
5066.67 30933.3
4983.33 30983.3
4983.33 31016.7
4983.33 31050
5083.33 31083.3
5116.67 31033.3
5183.33 31116.7
5216.67 31000
5300 30883.3
5200 30600
5150 30650
5066.67 30650
4901.67 30582.2
4862.5 30602.8
4850 30600
4816.67 30550
4825.28 30546.7
4866.39 30480
4922.22 30532.5
4936.94 30462.8
4950 30450
4844.17 30378.1
4850 30366.7
4785.28 30258.6
4748.61 30248.6
4671.94 30171.4
4806.11 30241.7
4966.67 30283.3
4978.89 30294.4
5066.67 30183.3
5150 30216.7
5166.67 30066.7
4951.94 29837.5
4916.67 29733.3
4908.06 29743.6
4900 29750
4880.83 29736.4
4766.67 29716.7
4825.56 29804.2
4883.33 29918.3
4901.39 29922.2
4833.06 29974.2
4821.39 30019.7
4807.5 30013.6
4669.44 29878.9
4627.78 29858.1
4437.5 29951.7
4417.22 29961.9
4407.22 29959.4
4448.06 30026.7
4532.5 30061.7
4554.17 30046.7
4567.22 30009.4
4607.22 30010.6
4579.44 30104.2
4566.67 30100
4533.33 30183.3
4450 30283.3
4456.94 30261.4
4466.67 30233.3
4469.17 30150.3
4418.33 30171.7
4353.33 30170.8
4189.72 30105.3
4179.17 30093.6
4204.72 30092.8
4300.56 30071.1
4313.33 30057.2
4327.5 30053.6
4355.83 30054.7
4361.94 30035
4351.94 30015.3
4380.56 29984.2
4354.17 29962.2
4333.33 29966.7
4379.72 29901.4
4408.06 29858.3
4391.11 29820.8
4429.44 29844.2
4473.89 29836.1
4476.94 29753.9
4493.33 29756.7
4566.67 29750
4583.33 29750
4492.5 29713.3
4450 29683.3
4483.33 29650
4500 29650
4516.67 29650
4566.67 29650
4594.72 29732.2
4633.33 29716.7
4666.67 29583.3
4683.33 29600
4716.67 29600
4766.67 29600
4783.33 29600
4783.33 29616.7
4766.67 29683.3
4783.33 29650
4816.67 29616.7
4850 29600
4836.94 29619.2
4830 29658.1
4850 29650
4857.22 29643.9
4883.06 29639.2
4876.94 29626.7
4900 29600
4909.72 29644.2
4905.56 29676.1
4983.33 29750
5016.67 29783.3
5050 29766.7
5083.33 29800
5116.67 29816.7
5133.33 29816.7
5166.67 29816.7
5200 29833.3
5216.67 29850
5266.67 29800
5683.33 29900
5766.67 29950
5800 29950
5933.33 29933.3
5950 29883.3
5966.67 29866.7
6000 29783.3
6116.67 29883.3
6133.33 29883.3
6150 29766.7
6216.67 29766.7
6216.67 29783.3
6266.67 29816.7
6233.33 29916.7
6233.33 29966.7
6283.33 30016.7
6250 30050
6200 30066.7
6100 30000
5933.33 30100
5833.33 30233.3
5983.33 30233.3
6033.33 30233.3
6033.33 30266.7
6050 30283.3
6066.67 30266.7
6133.33 30166.7
6250 30200
6266.67 30183.3
6266.67 30166.7
6300 30133.3
6400 30066.7
6350 29950
6433.33 30000
6466.67 29950
6466.67 30000
6450 30066.7
6450 30100
6433.33 30133.3
6366.67 30183.3
6300 30183.3
6300 30200
6266.67 30266.7
6216.67 30266.7
6166.67 30283.3
6266.67 30333.3
6316.67 30366.7
6316.67 30383.3
6200 30366.7
6133.33 30400
6050 30350
5966.67 30466.7
5900 30583.3
5833.33 30616.7
5800 30516.7
5450 30416.7
5450 30383.3
5333.33 30400
5283.33 30366.7
5233.33 30366.7
5150 30400
5100 30366.7
5116.67 30400
5150 30533.3
5400 30466.7
5533.33 30533.3
5616.67 30600
5633.33 30616.7
DATASET: dj38.tsp
12058.3 42195.6
11715.8 41836.1
11511.4 42106.4
11438.3 42057.2
11003.6 42102.5
11108.6 42373.9
11155.8 42712.5
11133.3 42885.8
11183.3 42933.3
11310.3 42929.4
11297.5 42853.3
11522.2 42841.9
11503.1 42855.3
11416.7 42983.3
11423.9 43000.3
11461.1 43252.8
11485.6 43187.2
11569.4 43136.7
11583.3 43150
11595 43148.1
11600 43150
11963.1 43290.6
12286.9 43355.6
12386.7 43334.7
12363.3 43189.2
12355.8 43156.4
12645 42973.3
12421.7 42895.6
11973.1 43026.1
11785.3 42884.4
11751.1 42814.4
11690.6 42686.7
11770.3 42651.9
11822.8 42673.6
11846.9 42660.6
12149.4 42477.5
12372.8 42711.4
12300 42433.3
12058.3 42195.6
DATASET: qa194.tsp
25751.1 51449.2
25758.3 51395.8
25793.3 51409.4
25839.2 51465.3
25857.5 51441.4
25871.9 51354.7
25888.1 51386.4
25944.7 51456.4
25983.3 51400
26021.7 51366.9
26078.1 51361.7
26133.3 51300
26108.1 51244.7
26123.6 51222.8
26133.3 51216.7
26116.7 51216.7
26077.2 51222.2
26076.7 51166.9
26083.6 51147.2
26099.7 51161.1
26123.6 51169.2
26150.3 51108.1
26074.7 51083.6
26048.9 51056.9
26008.6 51083.6
25950 51066.7
25957.8 51075.3
25958.3 51099.4
26033.3 51116.7
26050.6 51135.8
26033.6 51163.9
26033.3 51166.7
26033.6 51200.3
26050 51250
26067.2 51258.6
26050.3 51297.5
26055 51316.1
26016.7 51333.3
25983.6 51328.1
26000.3 51294.4
25966.7 51283.3
25937.5 51313.3
25951.7 51349.7
25928.3 51337.5
25857.5 51298.9
25872.5 51258.3
25829.7 51245.3
25696.1 51260.8
25650 51372.2
25550 51433.3
25549.7 51431.9
25538.9 51408.3
25545.8 51387.5
25490.6 51373.6
25478.1 51362.5
25459.2 51316.7
25531.9 51304.4
25510.6 51242.2
25560.3 51158.6
25585.6 51151.4
25609.4 51092.2
25666.9 51174.4
25717.5 51057.8
25716.7 51050
25808.3 51060.6
25816.7 51133.3
25823.6 51152.5
25847.8 51205.8
25867.8 51205.6
25880.8 51221.4
25904.2 51201.7
25883.1 51185.3
25856.7 51083.3
25833.3 51072.2
25866.7 51066.7
25900 51000
25850 51033.3
25826.7 51043.9
25775.8 51023.1
25765.3 51019.7
25723.1 51004.2
25751.9 50920.8
25495 50846.7
25567.5 50958.9
25533.3 50977.2
25500.8 50980.6
25495 50965.3
25480.6 50938.9
25451.4 50925
25444.4 50958.3
25404.7 51073.1
25311.9 51003.1
25298.6 51001.7
25266.7 50969.2
25313.9 50883.3
25419.4 50793.6
25429.7 50785.8
25316.7 50766.7
25214.2 50807.2
25168.9 51086.4
25067.8 51077.5
25010 51039.4
24748.3 50840
24758.9 51211.9
24827.2 51394.7
24904.4 51175
25030.8 51275.3
25121.9 51218.3
25173.9 51269.4
25162.2 51220.8
25158.3 51163.6
25224.2 51174.4
25234.2 51203.1
25339.2 51173.3
25368.6 51226.4
25400 51183.3
25433.3 51220
25377.8 51294.7
25363.6 51281.1
25340.6 51293.6
25358.9 51333.6
25326.7 51350.3
25235.6 51330
25233.3 51333.3
25214.4 51378.9
25210.8 51394.2
25256.9 51398.9
25300.8 51394.4
25337.5 51425
25315.3 51438.6
25291.9 51424.4
25279.2 51445.6
25242.8 51428.9
25243.1 51452.5
25223.3 51451.7
25150.8 51537.8
25103.3 51521.7
25100 51516.7
24996.1 51548.9
25167.8 51606.9
25211.4 51619.2
25252.5 51559.2
25253.9 51549.7
25253.9 51535.3
25265.8 51545.3
25270.6 51532.8
25275.8 51533.6
25281.1 51535
25278.3 51541.4
25277.2 51547.8
25284.7 51555.3
25283.6 51546.7
25288.1 51546.7
25287.5 51537.8
25283.3 51533.3
25286.1 51534.2
25286.7 51533.3
25290.8 51528.3
25292.5 51520.8
25306.9 51507.8
25286.1 51504.2
25270.8 51505.8
25281.4 51512.5
25278.3 51525.6
25270.8 51523.1
25263.6 51516.4
25235.6 51495.6
25266.7 51483.3
25325.3 51470
25320.6 51495.6
25322.5 51507.8
25341.9 51507.5
25374.4 51436.7
25416.9 51457.8
25400 51425
25396.9 51422.5
25416.9 51403.9
25440.8 51378.1
25469.7 51397.5
25483.3 51383.3
25492.2 51400.3
25497.5 51485.3
25566.9 51484.7
25574.7 51486.4
25610.3 51475.3
25622.5 51454.4
25645.8 51450
25686.4 51468.9
25683.9 51505.8
25700.8 51584.7
25708.3 51591.7
25734.7 51547.5
25772.2 51483.3
25779.2 51449.7
25751.1 51449.2
DATASET: uy734.tsp
33950 58233.3
33983.3 58250
34000 58250
33989.2 58285.6
33966.7 58283.3
33883.3 58416.7
33766.7 58350
33716.7 58266.7
33800 58250
33716.7 58083.3
33583.3 58083.3
33544.2 58197.2
33616.7 58283.3
33400 58316.7
33132.5 58295.6
33255.8 58019.2
33333.3 57950
33600 57983.3
33733.3 57833.3
33850 57683.3
33883.3 57666.7
33866.7 57616.7
33816.7 57550
33866.7 57516.7
33933.3 57466.7
33883.3 57400
33883.3 57383.3
33750 57483.3
33750 57616.7
33683.3 57566.7
33650 57533.3
33583.3 57583.3
33616.7 57633.3
33516.7 57833.3
33450 57733.3
33383.3 57550
33583.3 57300
33250 57333.3
33083.3 57433.3
33183.3 57466.7
33166.7 57583.3
33100 57633.3
33100 57733.3
32933.3 57650
32916.7 57733.3
32983.3 58050
32766.7 57883.3
32766.7 57783.3
32750 57750
32833.3 57716.7
32850 57683.3
32683.3 57633.3
32716.7 57466.7
32566.7 57483.3
32566.7 57366.7
32416.7 57383.3
32383.3 57500
32416.7 57583.3
32383.3 57600
32516.7 57750
32483.3 57750
32333.3 57800
32366.7 57850
32333.3 57933.3
32366.7 57983.3
32683.3 58133.3
32416.7 58150
32333.3 58133.3
32321.4 58075.6
32283.3 58050
32200 58000
32083.3 57916.7
32100 57816.7
31950 57883.3
31916.7 57716.7
31883.3 57516.7
31883.3 57483.3
31883.3 57333.3
31866.7 57283.3
31833.3 57250
31916.7 57250
32000 57166.7
32000 57300
32016.7 57333.3
31983.3 57416.7
31966.7 57516.7
32000 57583.3
32116.7 57566.7
32016.7 57466.7
32100 57416.7
32250 57300
32350 57200
32533.3 57133.3
32333.3 57050
32400 56900
32400 56716.7
32383.3 56683.3
32083.3 56866.7
31666.7 56633.3
31600 56750
31616.7 56816.7
31650 56833.3
31633.3 56916.7
31466.7 56833.3
31416.7 56683.3
31350 56633.3
31250 56833.3
