DATASET: dj38.tsp
45166.7 67300
45066.7 67033.3
44883.3 66950
45000 66933.3
45050 66900
45216.7 67133.3
45416.7 67183.3
45716.7 67000
45683.3 67183.3
45583.3 67333.3
45883.3 67466.7
46000 67466.7
46150 67566.7
45983.3 67600
46066.7 67683.3
46250 67683.3
46433.3 67716.7
46600 67733.3
46466.7 67566.7
46733.3 67700
46800 67716.7
46650 67583.3
46783.3 67500
47050 67733.3
46900 67383.3
47500 67383.3
47633.3 67333.3
47683.3 67100
48166.7 67150
48000 66766.7
48000 66666.7
48050 66616.7
47966.7 66766.7
47966.7 66933.3
48050 67083.3
47816.7 66883.3
46450 66400
46283.3 66733.3
46266.7 66633.3
46233.3 66616.7
46366.7 66566.7
46400 66916.7
46116.7 67150
46133.3 67183.3
46300 67516.7
46483.3 67416.7
46400 67483.3
46533.3 67166.7
47166.7 67916.7
47550 68650
47366.7 68333.3
47333.3 68666.7
47400 68866.7
47383.3 68900
47200 68833.3
47533.3 68916.7
47600 68800
47683.3 68883.3
47466.7 69000
47433.3 69033.3
47666.7 69050
47916.7 69100
47800 69150
47700 69283.3
47766.7 69483.3
47916.7 69500
47833.3 69533.3
47766.7 69616.7
48016.7 69333.3
48033.3 69216.7
48116.7 69166.7
48016.7 69050
47866.7 68733.3
48433.3 68583.3
48366.7 68700
48283.3 68866.7
48733.3 69066.7
48200 69016.7
47716.7 69133.3
47433.3 69050
47450 69216.7
47450 69150
47483.3 69283.3
47683.3 69633.3
47666.7 69733.3
47616.7 69633.3
47600 69733.3
47550 69416.7
47433.3 69416.7
47450 69750
47516.7 69816.7
47600 69800
47733.3 69983.3
47500 69933.3
47416.7 69950
47450 69883.3
47566.7 70400
47666.7 70383.3
47566.7 70200
47633.3 70150
47650 70166.7
47683.3 70233.3
47316.7 70566.7
47433.3 70500
47483.3 70383.3
48300 70850
48350 70883.3
48450 70900
48433.3 71133.3
48533.3 71083.3
48433.3 71183.3
48433.3 71066.7
48433.3 71033.3
48450 71066.7
48683.3 71366.7
48666.7 71516.7
48733.3 71850
48683.3 71666.7
48633.3 71700
48583.3 71633.3
48566.7 71633.3
48566.7 71650
48550 71650
48466.7 71666.7
48583.3 71550
48550 71316.7
48466.7 71233.3
48450 71216.7
48433.3 71250
48416.7 71250
47983.3 71433.3
48333.3 70883.3
48333.3 70866.7
49300 69583.3
48566.7 69233.3
48350 69416.7
48250 69550
48150 69716.7
48100 69733.3
48233.3 69816.7
48233.3 70183.3
47766.7 69950
47850 69883.3
47433.3 69883.3
47333.3 69683.3
46850 69900
46950 69783.3
47100 69983.3
47116.7 70183.3
47116.7 70333.3
47200 70266.7
47366.7 70033.3
47333.3 69983.3
47316.7 70150
47316.7 70183.3
46966.7 70550
46933.3 70733.3
46883.3 70816.7
46833.3 70850
46783.3 70750
46716.7 70716.7
46683.3 70450
46733.3 70366.7
46400 70500
46483.3 70616.7
46750 70583.3
46683.3 70016.7
46800 70200
46533.3 70766.7
46600 70850
46650 70800
46766.7 70950
46616.7 70966.7
46566.7 70983.3
46366.7 70916.7
46300 70866.7
46116.7 70683.3
46050 70516.7
46116.7 70666.7
46200 70766.7
46200 70483.3
46483.3 70200
46133.3 70366.7
45850 70650
45750 70700
45583.3 70883.3
45383.3 70866.7
45466.7 70850
45533.3 71283.3
45200 71500
45266.7 71516.7
45616.7 71616.7
45483.3 71666.7
45416.7 71616.7
45700 71450
45900 71650
46033.3 71366.7
45900 71350
45766.7 71416.7
45833.3 71383.3
45833.3 71666.7
45950 71983.3
45966.7 71816.7
46033.3 71916.7
46166.7 71883.3
46216.7 71766.7
46366.7 71616.7
46466.7 71516.7
46566.7 71433.3
46650 71566.7
46700 71400
46883.3 71516.7
46933.3 71466.7
46983.3 71366.7
46866.7 71433.3
46866.7 71366.7
46850 71366.7
46850 71350
46783.3 71300
46800 71316.7
46783.3 71383.3
46750 71233.3
46800 71250
46816.7 71250
46883.3 71283.3
46883.3 71166.7
46866.7 70916.7
46966.7 71016.7
46966.7 70950
47050 70850
47116.7 70850
47133.3 70766.7
47000 70816.7
47016.7 70933.3
47050 70883.3
46900 71133.3
46883.3 71150
46833.3 71166.7
46850 71183.3
46866.7 71266.7
46816.7 71200
46783.3 71200
46650 71300
46366.7 71233.3
46133.3 71216.7
46266.7 71000
45966.7 70950
46216.7 71083.3
46083.3 71300
46216.7 71383.3
46250 71516.7
46516.7 71066.7
46433.3 71016.7
46683.3 71066.7
46800 71166.7
46766.7 71250
46750 71266.7
46716.7 71266.7
46733.3 71266.7
46750 71350
46850 71616.7
46700 71583.3
46583.3 71616.7
46616.7 71733.3
46683.3 71716.7
46750 71700
46666.7 71733.3
46566.7 71833.3
46683.3 72033.3
46683.3 71883.3
46633.3 71916.7
46616.7 71933.3
46483.3 72033.3
46583.3 72183.3
46583.3 72050
46550 72116.7
46550 72100
46566.7 72000
46416.7 71933.3
46366.7 72016.7
46300 72266.7
46050 71966.7
45783.3 71933.3
45400 71900
45133.3 71800
45166.7 72033.3
45266.7 72150
45300 72316.7
45483.3 72316.7
45400 72033.3
45466.7 71933.3
45666.7 72150
45800 71900
45783.3 72016.7
45583.3 72000
45450 71766.7
45366.7 71866.7
45283.3 71883.3
45283.3 72116.7
45016.7 72083.3
45016.7 72150
45000 72100
45300 72266.7
45483.3 72600
45633.3 72566.7
45833.3 72566.7
45883.3 72766.7
46066.7 72833.3
46066.7 72800
46000 72916.7
46016.7 73166.7
46050 73116.7
46033.3 73133.3
46083.3 73166.7
46216.7 73016.7
46250 72933.3
46283.3 72683.3
46283.3 72833.3
46216.7 72433.3
46333.3 72433.3
46216.7 72600
45900 72516.7
45883.3 72483.3
46183.3 72500
45933.3 72433.3
45966.7 72383.3
46166.7 72233.3
46383.3 71883.3
46750 71816.7
46883.3 71833.3
46983.3 72183.3
46866.7 72383.3
46800 72500
47250 72250
47450 72783.3
47683.3 73050
47166.7 72633.3
46850 72450
46683.3 72716.7
46716.7 72566.7
46750 72250
46666.7 72133.3
46700 72083.3
46533.3 72350
46500 72250
46550 72466.7
46466.7 72533.3
46366.7 72500
46433.3 72350
46316.7 72516.7
46350 72550
46483.3 72666.7
46616.7 72666.7
46633.3 72683.3
46616.7 72766.7
46616.7 72733.3
46516.7 72750
46533.3 72750
46550 72733.3
46583.3 73083.3
46250 73083.3
46183.3 73116.7
46283.3 73366.7
46216.7 73533.3
46166.7 73416.7
45966.7 73216.7
45766.7 72983.3
45500 72900
45616.7 72950
45633.3 72933.3
45650 72900
45433.3 72883.3
45400 73000
45383.3 72733.3
45416.7 72583.3
45350 72516.7
45216.7 72516.7
45100 72616.7
45200 72750
45283.3 72966.7
45116.7 72983.3
45300 73250
45316.7 73233.3
45433.3 73166.7
45450 73266.7
45450 73300
45216.7 73300
45133.3 73283.3
45083.3 73366.7
45250 73600
45100 73750
45050 73600
45233.3 73800
45183.3 73850
45200 73866.7
45316.7 73933.3
45316.7 73850
45316.7 73866.7
45333.3 73816.7
45366.7 73750
45383.3 73750
45450 73650
45450 73666.7
45433.3 73650
45416.7 73650
45416.7 73666.7
45416.7 73683.3
45400 73583.3
45516.7 73650
45516.7 73616.7
45516.7 73666.7
45550 73666.7
45500 73583.3
45483.3 73600
45450 73583.3
45450 73566.7
45383.3 73516.7
45183.3 73400
45350 73466.7
45366.7 73550
45416.7 73500
45450 73483.3
45466.7 73466.7
45533.3 73216.7
45533.3 73483.3
45533.3 73516.7
45500 73500
45483.3 73500
45500 73483.3
45533.3 73350
45550 73233.3
45533.3 73166.7
45566.7 73200
45683.3 73183.3
45783.3 73150
45883.3 73150
45883.3 73283.3
45850 73233.3
45766.7 73350
45850 73483.3
45750 73483.3
45716.7 73483.3
45650 73483.3
45683.3 73433.3
45733.3 73450
45816.7 73433.3
46033.3 73433.3
45966.7 73466.7
45950 73583.3
46033.3 73700
45966.7 73716.7
46316.7 73650
46666.7 73916.7
46933.3 74016.7
46316.7 74216.7
46033.3 74283.3
46133.3 74183.3
46033.3 74066.7
46033.3 74033.3
45950 74150
45900 74166.7
46033.3 74200
45866.7 74083.3
45850 73766.7
45700 73783.3
45650 73766.7
45633.3 73816.7
45616.7 73783.3
45600 73733.3
45550 73733.3
45533.3 73883.3
45566.7 73900
45550 73866.7
45466.7 73883.3
45400 73916.7
45450 73850
45483.3 73866.7
45483.3 73900
45533.3 73816.7
45500 73816.7
45433.3 73833.3
45433.3 73750
45450 73750
45533.3 73716.7
45533.3 73700
45550 73700
45566.7 73650
45566.7 73616.7
45683.3 73633.3
45666.7 73566.7
45633.3 73516.7
45600 73533.3
45583.3 73516.7
45583.3 73600
45600 73616.7
45616.7 73650
45616.7 73750
45633.3 73850
45566.7 73850
45766.7 73983.3
45766.7 74000
45800 74016.7
45466.7 74083.3
45283.3 74050
45250 74133.3
45266.7 74233.3
45283.3 74233.3
45616.7 74600
45633.3 74600
45683.3 74400
45633.3 74366.7
45650 74333.3
45650 74100
45466.7 74300
45450 74150
45450 74166.7
45450 74116.7
45400 74033.3
45383.3 74016.7
45500 73966.7
45500 74033.3
45433.3 73966.7
45400 73933.3
45366.7 73983.3
45316.7 74050
45166.7 74133.3
45133.3 74000
45083.3 74183.3
45133.3 74350
45233.3 74250
45350 74500
45516.7 74650
45616.7 74683.3
46366.7 74766.7
46016.7 74766.7
46200 74633.3
46116.7 74583.3
46283.3 74733.3
46400 74866.7
46366.7 74883.3
45783.3 75100
45583.3 75233.3
45550 75416.7
45466.7 75516.7
45433.3 75650
45333.3 75683.3
45333.3 75600
45333.3 75250
45450 75250
45300 75083.3
45133.3 75083.3
45100 75216.7
45100 75350
45016.7 75633.3
44900 76016.7
45633.3 75933.3
45516.7 76000
45516.7 75866.7
45500 75816.7
45383.3 75800
45450 75683.3
45466.7 75700
45416.7 75700
45433.3 75733.3
45366.7 75800
45400 75850
45650 76033.3
45950 75950
46233.3 76016.7
46083.3 76050
45800 75950
45366.7 75883.3
45333.3 75900
45250 75916.7
45183.3 75833.3
45300 75883.3
45350 75933.3
45350 76033.3
45333.3 76283.3
45516.7 76233.3
45433.3 76366.7
45466.7 76400
45516.7 76416.7
45366.7 76483.3
45466.7 76683.3
45683.3 76616.7
45733.3 76600
45616.7 76883.3
45733.3 76850
45366.7 76983.3
45250 77116.7
45150 77250
45016.7 76833.3
45300 76716.7
45033.3 76700
44933.3 76683.3
44733.3 76850
44666.7 76683.3
44650 76716.7
44766.7 76683.3
44683.3 76400
44650 76316.7
44650 76250
44883.3 76233.3
45133.3 76133.3
45216.7 76200
45600 76483.3
45566.7 76766.7
45850 76750
45916.7 76916.7
45816.7 77116.7
45900 77283.3
45366.7 77616.7
45500 78000
45233.3 77933.3
45116.7 77866.7
45033.3 78516.7
44900 78383.3
45033.3 78216.7
45066.7 78083.3
45300 78033.3
45400 78083.3
45500 78233.3
45050 78800
44933.3 78733.3
45066.7 78900
45233.3 78883.3
45333.3 79216.7
45450 79250
45600 79100
45516.7 79300
45483.3 79466.7
45616.7 79416.7
45533.3 79316.7
45950 79600
45916.7 79983.3
46350 80416.7
46133.3 80433.3
46483.3 80533.3
46300 80800
46383.3 80816.7
46433.3 81150
46583.3 81200
46450 81166.7
46466.7 81066.7
46500 80966.7
46483.3 80850
46166.7 80700
46033.3 80600
45883.3 80533.3
45883.3 80733.3
45983.3 80716.7
46233.3 80866.7
46250 81766.7
46266.7 81883.3
46200 82083.3
46100 81716.7
46050 81783.3
45966.7 81933.3
45650 81983.3
45250 81666.7
45166.7 81333.3
44983.3 81250
46400 81166.7
46366.7 81316.7
46366.7 81516.7
46633.3 81383.3
46700 81550
47100 81933.3
47300 82100
47433.3 82333.3
47666.7 81716.7
47416.7 81533.3
47250 81466.7
47650 80783.3
46850 81016.7
46700 80916.7
46816.7 80950
46566.7 80866.7
46566.7 80816.7
46666.7 80750
46433.3 80300
46633.3 80433.3
46400 80116.7
46366.7 79933.3
46300 79450
46333.3 79416.7
46566.7 79416.7
46633.3 79016.7
46266.7 79033.3
46216.7 79366.7
46066.7 79350
45983.3 79366.7
45766.7 79400
45850 79366.7
45666.7 79633.3
45633.3 80083.3
45766.7 80550
45600 80366.7
45516.7 80283.3
45783.3 80533.3
44733.3 81133.3
44600 81133.3
44533.3 81166.7
44300 81100
44316.7 80650
44166.7 80383.3
44250 80550
44316.7 80533.3
44500 80216.7
44416.7 80083.3
44316.7 80100
43550 80250
43433.3 80316.7
43350 80300
43650 79933.3
43516.7 79883.3
43433.3 79666.7
43533.3 79650
43516.7 79616.7
43550 79583.3
43583.3 79533.3
43700 79633.3
43700 79566.7
43716.7 79566.7
43716.7 79483.3
43750 79416.7
43800 79416.7
43866.7 79433.3
43783.3 79416.7
43733.3 79333.3
43716.7 79250
43750 79200
43783.3 79250
43866.7 79266.7
43783.3 79266.7
43733.3 79250
43700 79366.7
43666.7 79416.7
43783.3 79600
43700 79500
43700 79416.7
43633.3 79466.7
43600 79500
43583.3 79716.7
43683.3 79766.7
43316.7 79800
43216.7 79750
43100 79533.3
43150 79500
43166.7 79466.7
43200 79550
43333.3 79883.3
43250 79833.3
43266.7 79933.3
43100 80233.3
42933.3 80283.3
42833.3 80300
42983.3 80600
42850 80500
42633.3 80450
42650 80816.7
42866.7 80733.3
43033.3 80883.3
43133.3 80750
43250 81133.3
43466.7 81183.3
43516.7 81166.7
43333.3 81050
43366.7 80983.3
43316.7 80833.3
43333.3 80916.7
43383.3 80716.7
43616.7 80583.3
43600 80550
43833.3 80533.3
43966.7 80733.3
43833.3 80850
43916.7 80883.3
44050 80933.3
44183.3 80816.7
44150 81033.3
44083.3 81133.3
44033.3 81116.7
43933.3 81250
43883.3 81300
43983.3 81283.3
44133.3 81150
44200 81233.3
44300 81283.3
44433.3 81383.3
44500 81366.7
44633.3 80950
44450 80883.3
44566.7 80850
44566.7 80800
44600 80583.3
44550 80450
45316.7 80083.3
45333.3 80033.3
45416.7 80100
45383.3 79783.3
45300 79933.3
45133.3 79766.7
44683.3 79883.3
44583.3 79866.7
44316.7 79883.3
44283.3 79916.7
44266.7 79883.3
44450 79733.3
44383.3 79700
44516.7 79616.7
44750 79700
44750 79766.7
44716.7 79816.7
44750 79816.7
44750 79900
44766.7 79933.3
44800 79716.7
44983.3 79566.7
44850 79500
45016.7 79616.7
45050 79400
45216.7 79333.3
45033.3 79300
45000 79300
44916.7 79366.7
44750 79333.3
44766.7 79333.3
44716.7 78933.3
44600 78933.3
44233.3 79050
44350 79033.3
44416.7 79000
44550 79183.3
44433.3 79150
44316.7 79200
43966.7 79250
44250 79466.7
44116.7 79566.7
44050 79450
44000 79466.7
43933.3 79533.3
43883.3 79733.3
44016.7 79800
44150 79866.7
43866.7 79866.7
43866.7 80000
43783.3 79933.3
43633.3 80033.3
43766.7 80066.7
43683.3 80433.3
43700 80366.7
43900 80316.7
44066.7 80200
43916.7 80083.3
44350 79783.3
44250 79583.3
44266.7 79550
44300 79366.7
44500 79466.7
44600 79416.7
44600 79366.7
44650 79266.7
44650 79033.3
44666.7 78800
44783.3 78650
44350 78733.3
44533.3 78750
44450 78633.3
44533.3 78550
44550 78333.3
44433.3 78266.7
44383.3 78200
44300 78333.3
44250 78166.7
44300 77950
44383.3 77983.3
44750 78083.3
45050 77850
44983.3 77733.3
44850 77833.3
44650 77550
44516.7 77483.3
44816.7 77616.7
44516.7 77616.7
44483.3 77683.3
44433.3 77883.3
44250 77816.7
44300 77800
44533.3 77783.3
44433.3 77616.7
44300 77550
44300 77600
44200 77600
44016.7 77883.3
44033.3 77733.3
44100 77583.3
43966.7 78166.7
43950 78300
44133.3 78183.3
44066.7 78366.7
44150 78450
43916.7 78583.3
43900 78683.3
44016.7 78716.7
44133.3 78666.7
44300 78550
44183.3 78566.7
44100 78633.3
43900 78866.7
44016.7 78966.7
44050 78800
44100 78933.3
44100 79116.7
43850 79016.7
43866.7 79033.3
43866.7 78933.3
43250 79066.7
43166.7 79050
43100 79050
42900 78933.3
43083.3 79050
43116.7 79200
43133.3 79100
43216.7 79216.7
43166.7 79233.3
43200 79266.7
42983.3 79250
42883.3 79233.3
43033.3 79283.3
42866.7 79566.7
42900 79616.7
42966.7 79750
42800 80066.7
42783.3 80200
42950 80050
43066.7 79950
43133.3 80266.7
43200 80383.3
43233.3 80550
43450 80500
43466.7 80533.3
43483.3 80483.3
43383.3 80316.7
43400 80350
43283.3 80450
43400 80666.7
43566.7 80933.3
43733.3 80966.7
43550 81383.3
43600 81533.3
43566.7 81700
44066.7 81583.3
43950 81516.7
44166.7 81633.3
43733.3 81700
43166.7 81850
43100 82000
42950 81883.3
43166.7 81683.3
43316.7 81750
43300 81550
43183.3 81400
43033.3 81466.7
42983.3 81250
42816.7 81433.3
42716.7 81300
42666.7 81216.7
42783.3 81183.3
42700 81083.3
42783.3 80983.3
43283.3 81250
43350 81483.3
43433.3 81500
43283.3 81466.7
43116.7 81433.3
42950 81616.7
42750 81700
42550 81966.7
42433.3 81883.3
42566.7 81683.3
42600 81600
42250 81916.7
42333.3 82000
42050 82583.3
41966.7 82533.3
42033.3 82750
41800 82650
42166.7 82816.7
42133.3 82750
42316.7 82850
42316.7 82900
42333.3 82950
42316.7 83000
42300 83066.7
42333.3 83033.3
42316.7 82983.3
42100 83100
42283.3 83066.7
42150 82966.7
41983.3 82933.3
42033.3 82916.7
42300 82716.7
42100 82450
42233.3 82550
42250 82433.3
42400 82183.3
42583.3 82166.7
42583.3 82366.7
42716.7 82483.3
42883.3 82150
42950 82116.7
43000 82400
42966.7 82400
42816.7 82466.7
42850 82466.7
45550 82016.7
45733.3 81800
45816.7 82583.3
46200 82666.7
46383.3 82650
46183.3 82950
45916.7 82466.7
45900 82250
46183.3 82333.3
45900 82833.3
45916.7 83116.7
46200 83150
46233.3 83333.3
46283.3 83783.3
46250 83550
46250 83883.3
46283.3 84033.3
46500 84333.3
46550 84150
46483.3 84066.7
46333.3 83933.3
48150 84033.3
47950 83783.3
48100 83916.7
48116.7 84066.7
48300 84083.3
48250 84533.3
48000 84783.3
47950 84916.7
48583.3 85283.3
49216.7 84783.3
48350 84266.7
48083.3 84550
48466.7 84416.7
48483.3 84950
49616.7 86150
49783.3 86550
48800 86966.7
48833.3 87516.7
48800 87266.7
48783.3 87100
49133.3 85800
48683.3 85650
48650 86283.3
48750 86366.7
48716.7 86383.3
49716.7 86966.7
49700 86950
49683.3 87516.7
49666.7 87650
49433.3 88116.7
49366.7 88133.3
48900 87683.3
49016.7 88250
48950 88283.3
48900 88350
48850 88483.3
49816.7 89100
50233.3 90716.7
49416.7 90916.7
49416.7 91666.7
48833.3 91666.7
48750 91616.7
48733.3 92083.3
48750 92283.3
48766.7 92616.7
49700 92500
49766.7 92700
49783.3 92833.3
49716.7 92600
49800 93083.3
49950 93416.7
49800 93983.3
49983.3 93616.7
49850 93383.3
49816.7 92983.3
50016.7 92933.3
49783.3 93183.3
50966.7 93916.7
50400 95683.3
50300 95550
49883.3 95416.7
49733.3 95200
49616.7 95183.3
49766.7 94550
49766.7 94466.7
48850 93916.7
48866.7 94166.7
48700 94300
48800 93983.3
48650 93983.3
48616.7 93833.3
48683.3 93650
48616.7 93533.3
48616.7 93416.7
48766.7 92833.3
49616.7 92316.7
49983.3 92300
50316.7 92283.3
50083.3 92166.7
50100 91916.7
50166.7 91533.3
50166.7 91450
50066.7 91750
49833.3 91333.3
49650 91000
48733.3 90933.3
48750 91200
48716.7 90733.3
48650 90433.3
49050 90466.7
49250 90566.7
49083.3 90283.3
48950 90250
48583.3 89900
48416.7 89616.7
48250 89883.3
48600 89983.3
48633.3 90066.7
48666.7 90250
48833.3 89916.7
48533.3 89583.3
48400 89233.3
48550 88966.7
48333.3 88816.7
48566.7 88733.3
48633.3 88766.7
48750 88583.3
49133.3 88333.3
50250 87900
50233.3 88050
51550 87983.3
52216.7 87883.3
51500 90050
51483.3 90150
50933.3 91383.3
51183.3 90216.7
51133.3 90266.7
50233.3 90200
50250 89766.7
50283.3 89450
50300 89033.3
50300 88533.3
50316.7 88416.7
49600 87950
50233.3 87666.7
50250 87216.7
50183.3 86700
50233.3 86950
51616.7 85933.3
50016.7 85216.7
50416.7 84366.7
49666.7 83516.7
48516.7 82916.7
49300 82033.3
49683.3 81516.7
49566.7 81366.7
49133.3 81383.3
49066.7 81016.7
49316.7 81033.3
49183.3 81066.7
49250 81666.7
49283.3 81850
49283.3 81633.3
49550 81350
49850 81616.7
49466.7 82683.3
49550 83016.7
49350 82150
49416.7 82433.3
49533.3 82866.7
49600 83166.7
49616.7 83333.3
49616.7 83266.7
49783.3 83650
49700 83666.7
49533.3 83833.3
49066.7 84100
48766.7 83600
48600 83350
47833.3 83400
47333.3 84550
46900 84600
46783.3 84050
46716.7 84133.3
47716.7 83200
47900 83183.3
47583.3 82766.7
48250 82433.3
48133.3 82266.7
48083.3 82100
48466.7 81333.3
48466.7 81283.3
48533.3 80683.3
48533.3 80466.7
48483.3 80383.3
48416.7 80316.7
48283.3 80233.3
48366.7 80250
48150 79950
48066.7 80016.7
48150 80033.3
48100 80100
47716.7 79816.7
47600 79650
48016.7 79950
48100 79716.7
47800 79816.7
47816.7 79866.7
47816.7 80000
47633.3 80000
47650 80166.7
47666.7 80233.3
47716.7 80333.3
47683.3 80733.3
48000 80650
48466.7 81200
48583.3 81016.7
48616.7 80933.3
48700 80783.3
48633.3 80866.7
48866.7 80850
48816.7 80816.7
48766.7 80666.7
48650 80683.3
48750 80683.3
48683.3 80733.3
49016.7 80833.3
48983.3 80716.7
48916.7 80133.3
48866.7 79500
48516.7 79216.7
48666.7 79200
48800 79200
48833.3 79366.7
48950 79483.3
49000 79366.7
48566.7 78833.3
48716.7 78866.7
48666.7 78983.3
48766.7 79000
48833.3 78866.7
51966.7 79316.7
53000 78816.7
52600 78716.7
52233.3 78516.7
51483.3 78766.7
52250 81616.7
52750 82000
50200 81666.7
51266.7 80650
51250 80600
49750 77633.3
48483.3 77800
48350 77983.3
48233.3 77933.3
48133.3 78116.7
48116.7 77766.7
48166.7 77550
48150 77483.3
48100 77766.7
48100 77900
48383.3 77666.7
48416.7 77516.7
48433.3 77633.3
48500 77666.7
48516.7 77683.3
48616.7 77633.3
48666.7 77633.3
48700 77733.3
48550 77950
48650 77983.3
48566.7 78116.7
48666.7 78700
48616.7 78366.7
48466.7 78133.3
48466.7 78066.7
48350 78116.7
48333.3 78116.7
48216.7 78383.3
48366.7 78866.7
48450 78883.3
48216.7 78916.7
48016.7 78933.3
48250 79033.3
48250 79016.7
48200 79416.7
48366.7 79416.7
48166.7 79533.3
47933.3 79250
48200 79250
47550 79233.3
47466.7 79433.3
47500 79666.7
47450 79433.3
47433.3 79633.3
47383.3 79683.3
46583.3 80183.3
46516.7 80033.3
46450 79883.3
46900 79633.3
47066.7 79783.3
47333.3 79800
47283.3 79716.7
46816.7 79583.3
47183.3 79316.7
47200 79366.7
47333.3 79433.3
47283.3 79333.3
47416.7 79283.3
47033.3 79266.7
46716.7 79100
46716.7 79083.3
46766.7 78983.3
46333.3 78833.3
46316.7 78700
46083.3 78883.3
46066.7 79116.7
45633.3 78816.7
45550 78600
45616.7 78400
46033.3 78466.7
46250 78283.3
46216.7 77883.3
46216.7 78066.7
46016.7 77450
46133.3 77700
46166.7 77566.7
46100 77500
45533.3 77100
45583.3 77250
45483.3 77683.3
45550 77416.7
45450 77316.7
45216.7 77400
44666.7 77333.3
44633.3 77283.3
44650 77116.7
44516.7 77216.7
44000 77233.3
44250 76950
44216.7 76866.7
44233.3 77033.3
44383.3 77016.7
44550 77333.3
44466.7 77300
44433.3 77450
44166.7 77383.3
44083.3 77366.7
43950 77350
44216.7 77366.7
44200 77033.3
44016.7 77150
44050 76933.3
44333.3 76866.7
44466.7 76883.3
44466.7 76983.3
44366.7 76766.7
44483.3 76683.3
44300 76566.7
44233.3 76616.7
44150 76766.7
44200 76750
44183.3 76766.7
44366.7 76516.7
44233.3 76483.3
44216.7 76533.3
44333.3 76166.7
44366.7 75933.3
44433.3 75950
44333.3 76333.3
44683.3 75966.7
44633.3 75850
44650 75650
44583.3 75683.3
44916.7 75833.3
44783.3 75366.7
44716.7 75516.7
44850 75316.7
44900 75183.3
44950 75066.7
45000 75000
45033.3 74900
45016.7 74733.3
45016.7 74366.7
45016.7 74400
45133.3 74500
45133.3 74483.3
45300 74633.3
45283.3 74850
45450 75066.7
45716.7 75050
45616.7 75016.7
45650 74933.3
45550 74866.7
45533.3 75283.3
45583.3 75416.7
45483.3 75600
45483.3 75650
45766.7 75583.3
46083.3 75616.7
46416.7 75366.7
46383.3 75016.7
46866.7 75316.7
46733.3 75300
46700 75450
46516.7 75350
46550 75500
46366.7 75966.7
46533.3 76033.3
47500 76700
47916.7 74616.7
47883.3 74183.3
47900 73883.3
47850 73550
47216.7 74366.7
48116.7 75216.7
48116.7 75366.7
48166.7 75633.3
48233.3 76583.3
48400 77250
48400 77350
48666.7 77466.7
49650 76483.3
51316.7 76900
54016.7 76533.3
55266.7 77783.3
54400 79450
56533.3 79233.3
56200 78866.7
58450 78150
60033.3 77283.3
60733.3 78483.3
63116.7 77933.3
62416.7 77900
62533.3 77383.3
62200 75633.3
64233.3 76550
68766.7 81200
69400 81800
70950 84833.3
71333.3 84950
73033.3 85166.7
72700 78000
74516.7 82400
80216.7 86183.3
76416.7 82950
76200 81016.7
81716.7 64716.7
82483.3 62250
70450 68566.7
68616.7 71133.3
67550 64033.3
67950 64916.7
67533.3 63750
66666.7 61366.7
66133.3 65750
66266.7 67150
60416.7 64816.7
62966.7 64500
63733.3 68500
63716.7 68450
60783.3 69833.3
61033.3 69616.7
61600 71950
62850 69883.3
66566.7 71300
64033.3 72650
65133.3 77633.3
64133.3 83166.7
66516.7 86233.3
66533.3 86716.7
68533.3 89816.7
69533.3 93533.3
68633.3 95916.7
65933.3 90816.7
64316.7 96016.7
67783.3 102367
66833.3 108033
69116.7 105033
68033.3 103433
72016.7 94250
74683.3 94900
78783.3 103533
76233.3 119333
71616.7 117950
70733.3 117750
68783.3 114783
69200 114533
67833.3 115083
63133.3 117267
62833.3 116050
62783.3 116033
62450 114350
62616.7 113467
62983.3 113200
64483.3 113167
64183.3 114183
66083.3 118033
66050 117883
65183.3 123417
63266.7 123600
61850 121333
61300 118667
61366.7 117650
60933.3 117417
60550 116133
60850 115700
58366.7 114850
58400 114750
60833.3 114467
60883.3 115033
58383.3 115117
56100 116833
56366.7 117067
56300 117333
56233.3 117283
56433.3 117600
56533.3 117883
56850 117633
56700 117650
57066.7 117550
56983.3 117633
57800 117867
58816.7 118750
59033.3 117683
58516.7 117133
58400 116033
58400 116000
61166.7 113683
61383.3 112750
61116.7 112583
60100 112233
60033.3 112133
58716.7 111150
59866.7 111600
60000 111883
60016.7 112100
58450 111500
57183.3 111617
57383.3 111633
56733.3 111383
56700 111317
55846.1 110907
55755.8 111041
55632.5 111083
55534.7 111197
55799.7 112639
55201.4 112466
55141.1 112494
55081.9 112497
54848.6 112344
55037.8 112280
54819.4 112548
54879.7 112522
54754.4 112602
54799.2 112573
54820.6 112686
54762.5 112688
54238.6 112777
54181.7 112801
54181.4 112927
54059.4 112945
54093.1 112787
54180.8 112627
54093.3 112619
54007.2 112679
53700 112633
53366.7 112667
53466.7 112950
53016.7 112817
53000 113050
52766.7 112967
52783.3 112450
52866.7 112250
52583.3 112567
52583.3 112967
52400 113183
52483.3 113450
52333.3 113533
52116.7 113200
51833.3 113233
52050 112467
52216.7 112417
52300 112350
51966.7 112150
52083.3 111450
52216.7 111900
52283.3 112150
52150 111733
51850 111617
52433.3 111783
52733.3 111550
52683.3 111300
52633.3 111217
52833.3 110867
53183.3 110783
53583.3 110717
53350 110850
53900 110900
53666.7 111233
53333.3 111167
53083.3 111783
52916.7 111233
52783.3 111850
52583.3 112067
52516.7 111917
52666.7 112200
